# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "8" "-a" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/3.refrence_genome/Phytozome/PhytozomeV13/Zmays/Zm-B73-REFERENCE-NAM-5.0.55/annotation/Zmays_833_Zm-B73-REFERENCE-NAM-5.0.55.gene.gff3" "-F" "GFF" "-t" "gene" "-g" "ID" "-o" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/5.read_counts/gene_counts.txt" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859242_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859243_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859244_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859245_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859242_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859243_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859244_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859245_sorted.bam
Zm00001eb151270.Zm_B73_REFERENCE_NAM_5.0.55	3	195389490	195392680	+	3191	234	215	238	179
Zm00001eb151280.Zm_B73_REFERENCE_NAM_5.0.55	3	195396351	195399989	-	3639	9740	8687	9494	8054
Zm00001eb151290.Zm_B73_REFERENCE_NAM_5.0.55	3	195502932	195507607	+	4676	0	0	0	0
Zm00001eb151300.Zm_B73_REFERENCE_NAM_5.0.55	3	195513783	195522049	+	8267	4587	5237	4816	3742
Zm00001eb151310.Zm_B73_REFERENCE_NAM_5.0.55	3	195528266	195533180	-	4915	779	489	572	500
Zm00001eb151320.Zm_B73_REFERENCE_NAM_5.0.55	3	195574375	195577310	-	2936	222	339	217	216
Zm00001eb151330.Zm_B73_REFERENCE_NAM_5.0.55	3	195624083	195628950	-	4868	372	379	627	576
Zm00001eb151340.Zm_B73_REFERENCE_NAM_5.0.55	3	195630064	195649039	-	18976	201	262	187	157
Zm00001eb151350.Zm_B73_REFERENCE_NAM_5.0.55	3	195815595	195816198	+	604	28	14	8	4
Zm00001eb151360.Zm_B73_REFERENCE_NAM_5.0.55	3	195816387	195818477	-	2091	309	331	350	213
Zm00001eb151370.Zm_B73_REFERENCE_NAM_5.0.55	3	195833981	195838955	-	4975	0	0	0	0
Zm00001eb151380.Zm_B73_REFERENCE_NAM_5.0.55	3	195839587	195842986	+	3400	2649	2667	2618	1965
Zm00001eb151390.Zm_B73_REFERENCE_NAM_5.0.55	3	195843697	195847165	+	3469	0	4	2	0
Zm00001eb151400.Zm_B73_REFERENCE_NAM_5.0.55	3	195848124	195854894	+	6771	395	344	383	268
Zm00001eb151410.Zm_B73_REFERENCE_NAM_5.0.55	3	195868808	195869465	-	658	10	41	48	24
Zm00001eb151420.Zm_B73_REFERENCE_NAM_5.0.55	3	195869492	195907753	-	38262	24	71	48	21
Zm00001eb151430.Zm_B73_REFERENCE_NAM_5.0.55	3	195954293	195960534	-	6242	250	234	186	106
Zm00001eb151440.Zm_B73_REFERENCE_NAM_5.0.55	3	195990879	195995184	+	4306	1754	1983	1739	1491
Zm00001eb151450.Zm_B73_REFERENCE_NAM_5.0.55	3	196007016	196012717	-	5702	684	845	724	546
Zm00001eb151460.Zm_B73_REFERENCE_NAM_5.0.55	3	196069490	196073494	+	4005	674	997	732	472
Zm00001eb151470.Zm_B73_REFERENCE_NAM_5.0.55	3	196110566	196113669	+	3104	9	19	71	41
Zm00001eb151480.Zm_B73_REFERENCE_NAM_5.0.55	3	196112967	196120095	-	7129	2099	1926	1482	1250
Zm00001eb151490.Zm_B73_REFERENCE_NAM_5.0.55	3	196138397	196139901	+	1505	30	70	94	53
Zm00001eb151500.Zm_B73_REFERENCE_NAM_5.0.55	3	196183907	196184188	+	282	52	94	37	30
Zm00001eb151510.Zm_B73_REFERENCE_NAM_5.0.55	3	196184239	196244790	-	60552	1545	1686	1325	1537
Zm00001eb151530.Zm_B73_REFERENCE_NAM_5.0.55	3	196247182	196254245	-	7064	3191	3730	4057	3013
Zm00001eb151540.Zm_B73_REFERENCE_NAM_5.0.55	3	196339865	196340745	+	881	2552	1999	1760	1023
Zm00001eb151550.Zm_B73_REFERENCE_NAM_5.0.55	3	196354476	196366891	+	12416	981	1387	1876	1266
Zm00001eb151560.Zm_B73_REFERENCE_NAM_5.0.55	3	196374619	196375516	+	898	362	358	418	299
Zm00001eb151570.Zm_B73_REFERENCE_NAM_5.0.55	3	196389885	196394137	-	4253	31	45	61	29
Zm00001eb151580.Zm_B73_REFERENCE_NAM_5.0.55	3	196433251	196433606	+	356	0	0	0	0
Zm00001eb151590.Zm_B73_REFERENCE_NAM_5.0.55	3	196438934	196448561	+	9628	780	965	797	616
Zm00001eb151600.Zm_B73_REFERENCE_NAM_5.0.55	3	196478068	196485594	+	7527	0	0	0	0
Zm00001eb151610.Zm_B73_REFERENCE_NAM_5.0.55	3	196535489	196575893	+	40405	2379	2591	1509	1055
Zm00001eb151620.Zm_B73_REFERENCE_NAM_5.0.55	3	196592651	196601719	-	9069	353	552	602	407
Zm00001eb151630.Zm_B73_REFERENCE_NAM_5.0.55	3	196692681	196699512	-	6832	2014	2584	2862	1770
Zm00001eb151640.Zm_B73_REFERENCE_NAM_5.0.55	3	196785015	196788185	+	3171	1489	1568	1285	1369
Zm00001eb151650.Zm_B73_REFERENCE_NAM_5.0.55	3	196845849	196850079	+	4231	1178	1005	1601	1135
Zm00001eb151660.Zm_B73_REFERENCE_NAM_5.0.55	3	196852334	196857230	+	4897	492	791	843	635
Zm00001eb151670.Zm_B73_REFERENCE_NAM_5.0.55	3	196933209	196937350	+	4142	102	68	37	30
Zm00001eb151690.Zm_B73_REFERENCE_NAM_5.0.55	3	197008641	197026344	+	17704	1472	1551	1505	1183
Zm00001eb151700.Zm_B73_REFERENCE_NAM_5.0.55	3	197023560	197024318	-	759	0	0	0	0
Zm00001eb151710.Zm_B73_REFERENCE_NAM_5.0.55	3	197027111	197031892	-	4782	4339	4588	4541	3457
Zm00001eb151720.Zm_B73_REFERENCE_NAM_5.0.55	3	197092276	197104452	+	12177	3211	3567	3290	2887
Zm00001eb151740.Zm_B73_REFERENCE_NAM_5.0.55	3	197104859	197107966	+	3108	0	4	10	0
Zm00001eb151750.Zm_B73_REFERENCE_NAM_5.0.55	3	197117870	197118856	+	987	4	8	8	2
Zm00001eb151760.Zm_B73_REFERENCE_NAM_5.0.55	3	197123946	197127371	-	3426	277	315	282	438
Zm00001eb151770.Zm_B73_REFERENCE_NAM_5.0.55	3	197205724	197216363	-	10640	1609	1614	1674	1343
Zm00001eb151780.Zm_B73_REFERENCE_NAM_5.0.55	3	197316065	197318128	+	2064	0	4	0	2
Zm00001eb151790.Zm_B73_REFERENCE_NAM_5.0.55	3	197317599	197330106	-	12508	2214	2338	2877	2010
Zm00001eb151800.Zm_B73_REFERENCE_NAM_5.0.55	3	197483601	197489489	-	5889	280	465	345	338
Zm00001eb151810.Zm_B73_REFERENCE_NAM_5.0.55	3	197486137	197489057	+	2921	0	0	0	0
Zm00001eb151820.Zm_B73_REFERENCE_NAM_5.0.55	3	197499485	197507996	-	8512	469	621	594	488
Zm00001eb151830.Zm_B73_REFERENCE_NAM_5.0.55	3	197500252	197500565	+	314	0	0	0	0
Zm00001eb151850.Zm_B73_REFERENCE_NAM_5.0.55	3	197509090	197510920	-	1831	379	397	354	255
Zm00001eb151860.Zm_B73_REFERENCE_NAM_5.0.55	3	197564069	197573180	-	9112	310	209	406	273
Zm00001eb151870.Zm_B73_REFERENCE_NAM_5.0.55	3	197805716	197808691	-	2976	321	348	451	285
Zm00001eb151890.Zm_B73_REFERENCE_NAM_5.0.55	3	197862869	197869725	-	6857	163	188	246	168
Zm00001eb151900.Zm_B73_REFERENCE_NAM_5.0.55	3	197869983	197876696	-	6714	998	1336	1360	1092
Zm00001eb151910.Zm_B73_REFERENCE_NAM_5.0.55	3	197981259	197982561	-	1303	0	0	0	0
Zm00001eb151920.Zm_B73_REFERENCE_NAM_5.0.55	3	198172826	198204392	+	31567	2555	3171	3178	2197
Zm00001eb151930.Zm_B73_REFERENCE_NAM_5.0.55	3	198234879	198236769	-	1891	2219	2202	2395	1812
Zm00001eb151940.Zm_B73_REFERENCE_NAM_5.0.55	3	198368740	198369378	+	639	290	576	851	506
Zm00001eb151950.Zm_B73_REFERENCE_NAM_5.0.55	3	198449962	198451010	+	1049	773	981	1128	743
Zm00001eb151960.Zm_B73_REFERENCE_NAM_5.0.55	3	198540680	198541150	-	471	0	0	0	0
Zm00001eb151970.Zm_B73_REFERENCE_NAM_5.0.55	3	198565571	198573455	-	7885	561	787	699	547
Zm00001eb151980.Zm_B73_REFERENCE_NAM_5.0.55	3	198665590	198666354	-	765	0	2	0	0
Zm00001eb151990.Zm_B73_REFERENCE_NAM_5.0.55	3	198669679	198670473	+	795	0	0	0	0
Zm00001eb152000.Zm_B73_REFERENCE_NAM_5.0.55	3	198681498	198687510	+	6013	122	192	213	187
Zm00001eb152010.Zm_B73_REFERENCE_NAM_5.0.55	3	198686580	198693202	-	6623	102	114	119	115
Zm00001eb152020.Zm_B73_REFERENCE_NAM_5.0.55	3	198716192	198733538	-	17347	604	756	710	508
Zm00001eb152030.Zm_B73_REFERENCE_NAM_5.0.55	3	198806298	198806699	-	402	0	10	4	0
Zm00001eb152040.Zm_B73_REFERENCE_NAM_5.0.55	3	198820056	198828321	-	8266	301	509	585	391
Zm00001eb152050.Zm_B73_REFERENCE_NAM_5.0.55	3	198828953	198835058	-	6106	4249	4833	4946	3535
Zm00001eb152060.Zm_B73_REFERENCE_NAM_5.0.55	3	198954474	198965938	-	11465	611	967	1107	687
Zm00001eb152070.Zm_B73_REFERENCE_NAM_5.0.55	3	198970929	198973330	+	2402	39	48	31	57
Zm00001eb152080.Zm_B73_REFERENCE_NAM_5.0.55	3	199104274	199110548	+	6275	2249	2822	3017	2358
Zm00001eb152090.Zm_B73_REFERENCE_NAM_5.0.55	3	199128301	199132600	+	4300	239	407	739	424
Zm00001eb152100.Zm_B73_REFERENCE_NAM_5.0.55	3	199133188	199134982	+	1795	185	458	361	284
Zm00001eb152110.Zm_B73_REFERENCE_NAM_5.0.55	3	199138091	199138925	+	835	20	9	4	8
Zm00001eb152120.Zm_B73_REFERENCE_NAM_5.0.55	3	199143897	199145473	+	1577	142	179	106	172
Zm00001eb152130.Zm_B73_REFERENCE_NAM_5.0.55	3	199148511	199149323	-	813	0	0	0	1
Zm00001eb152140.Zm_B73_REFERENCE_NAM_5.0.55	3	199151992	199154189	-	2198	0	0	0	8
Zm00001eb152150.Zm_B73_REFERENCE_NAM_5.0.55	3	199156536	199158335	+	1800	6	4	0	2
Zm00001eb152160.Zm_B73_REFERENCE_NAM_5.0.55	3	199271717	199273494	+	1778	1504	1134	539	1861
Zm00001eb152170.Zm_B73_REFERENCE_NAM_5.0.55	3	199358047	199359042	+	996	4	2	10	4
Zm00001eb152180.Zm_B73_REFERENCE_NAM_5.0.55	3	199433428	199442478	-	9051	1023	1192	1006	775
Zm00001eb152190.Zm_B73_REFERENCE_NAM_5.0.55	3	199451001	199458291	+	7291	465	595	278	236
Zm00001eb152200.Zm_B73_REFERENCE_NAM_5.0.55	3	199529262	199532894	-	3633	89	36	84	128
Zm00001eb152210.Zm_B73_REFERENCE_NAM_5.0.55	3	199564804	199575069	-	10266	194	510	558	318
Zm00001eb152230.Zm_B73_REFERENCE_NAM_5.0.55	3	199633981	199640797	-	6817	0	0	0	0
Zm00001eb152240.Zm_B73_REFERENCE_NAM_5.0.55	3	199641998	199642869	+	872	0	0	0	0
Zm00001eb152250.Zm_B73_REFERENCE_NAM_5.0.55	3	199643290	199646979	+	3690	3160	3497	3238	2586
Zm00001eb152260.Zm_B73_REFERENCE_NAM_5.0.55	3	199725958	199726847	+	890	0	0	0	0
Zm00001eb152270.Zm_B73_REFERENCE_NAM_5.0.55	3	199731895	199735292	-	3398	368	606	739	473
Zm00001eb152280.Zm_B73_REFERENCE_NAM_5.0.55	3	199775073	199775525	-	453	19	40	12	1
Zm00001eb152290.Zm_B73_REFERENCE_NAM_5.0.55	3	199789965	199813202	-	23238	186	253	197	116
Zm00001eb152300.Zm_B73_REFERENCE_NAM_5.0.55	3	199826167	199827938	+	1772	2156	2095	2822	1964
Zm00001eb152310.Zm_B73_REFERENCE_NAM_5.0.55	3	199843274	199844684	+	1411	0	0	0	0
Zm00001eb152320.Zm_B73_REFERENCE_NAM_5.0.55	3	199877729	199908963	-	31235	1074	1093	939	886
Zm00001eb152330.Zm_B73_REFERENCE_NAM_5.0.55	3	199899634	199900403	+	770	0	0	0	0
Zm00001eb152340.Zm_B73_REFERENCE_NAM_5.0.55	3	199902348	199906586	+	4239	0	0	0	0
Zm00001eb152350.Zm_B73_REFERENCE_NAM_5.0.55	3	199974592	199977317	+	2726	2	12	6	6
Zm00001eb152360.Zm_B73_REFERENCE_NAM_5.0.55	3	200022121	200027186	+	5066	966	1691	2077	1318
Zm00001eb152370.Zm_B73_REFERENCE_NAM_5.0.55	3	200068622	200069445	+	824	104	190	338	195
Zm00001eb152380.Zm_B73_REFERENCE_NAM_5.0.55	3	200148850	200149467	-	618	0	0	0	0
Zm00001eb152390.Zm_B73_REFERENCE_NAM_5.0.55	3	200150005	200152711	+	2707	0	2	6	14
Zm00001eb152400.Zm_B73_REFERENCE_NAM_5.0.55	3	200192444	200195756	+	3313	1	3	0	5
Zm00001eb152410.Zm_B73_REFERENCE_NAM_5.0.55	3	200193915	200214915	-	21001	1463	1208	1096	939
Zm00001eb152420.Zm_B73_REFERENCE_NAM_5.0.55	3	200325636	200348798	+	23163	172	189	165	134
Zm00001eb152430.Zm_B73_REFERENCE_NAM_5.0.55	3	200356082	200357387	-	1306	10	10	6	6
Zm00001eb152440.Zm_B73_REFERENCE_NAM_5.0.55	3	200382731	200401624	+	18894	0	1	0	0
Zm00001eb152450.Zm_B73_REFERENCE_NAM_5.0.55	3	200402538	200408213	+	5676	11227	10129	14832	10861
Zm00001eb152460.Zm_B73_REFERENCE_NAM_5.0.55	3	200467395	200470469	-	3075	25	101	54	20
Zm00001eb152470.Zm_B73_REFERENCE_NAM_5.0.55	3	200484403	200485906	+	1504	246	288	293	205
Zm00001eb152480.Zm_B73_REFERENCE_NAM_5.0.55	3	200489673	200490024	-	352	127	124	111	69
Zm00001eb152490.Zm_B73_REFERENCE_NAM_5.0.55	3	200508627	200515230	-	6604	924	1227	1028	801
Zm00001eb152500.Zm_B73_REFERENCE_NAM_5.0.55	3	200611472	200615251	+	3780	1416	2114	1627	806
Zm00001eb152510.Zm_B73_REFERENCE_NAM_5.0.55	3	200706762	200708854	-	2093	50	81	30	12
Zm00001eb152520.Zm_B73_REFERENCE_NAM_5.0.55	3	200711378	200712939	-	1562	235	270	280	211
Zm00001eb152530.Zm_B73_REFERENCE_NAM_5.0.55	3	200742807	200752635	+	9829	1390	1632	1709	1030
Zm00001eb152540.Zm_B73_REFERENCE_NAM_5.0.55	3	200752705	200756930	-	4226	4	26	4	20
Zm00001eb152550.Zm_B73_REFERENCE_NAM_5.0.55	3	200769195	200771664	-	2470	0	2	0	0
Zm00001eb152560.Zm_B73_REFERENCE_NAM_5.0.55	3	200795705	200799622	-	3918	853	956	988	792
Zm00001eb152570.Zm_B73_REFERENCE_NAM_5.0.55	3	200848705	200849833	+	1129	316	457	494	331
Zm00001eb152580.Zm_B73_REFERENCE_NAM_5.0.55	3	200883382	200886397	-	3016	81	102	113	137
Zm00001eb152600.Zm_B73_REFERENCE_NAM_5.0.55	3	200983621	200996996	+	13376	1261	1310	1233	1022
Zm00001eb152610.Zm_B73_REFERENCE_NAM_5.0.55	3	201018418	201019333	+	916	4	0	0	0
Zm00001eb152620.Zm_B73_REFERENCE_NAM_5.0.55	3	201025991	201028081	-	2091	19	18	7	22
Zm00001eb152630.Zm_B73_REFERENCE_NAM_5.0.55	3	201026044	201027307	+	1264	0	0	0	0
Zm00001eb152640.Zm_B73_REFERENCE_NAM_5.0.55	3	201031178	201032140	+	963	0	2	14	8
Zm00001eb152650.Zm_B73_REFERENCE_NAM_5.0.55	3	201033737	201041016	-	7280	675	852	622	593
Zm00001eb152660.Zm_B73_REFERENCE_NAM_5.0.55	3	201040793	201043292	+	2500	47	38	28	29
Zm00001eb152670.Zm_B73_REFERENCE_NAM_5.0.55	3	201063268	201066105	+	2838	310	585	783	401
Zm00001eb152680.Zm_B73_REFERENCE_NAM_5.0.55	3	201095338	201100754	+	5417	2863	3595	3635	3009
Zm00001eb152690.Zm_B73_REFERENCE_NAM_5.0.55	3	201107668	201122738	-	15071	0	0	0	0
Zm00001eb152700.Zm_B73_REFERENCE_NAM_5.0.55	3	201123347	201128440	-	5094	3781	5604	10186	7354
Zm00001eb152710.Zm_B73_REFERENCE_NAM_5.0.55	3	201138764	201140825	-	2062	306	464	400	344
Zm00001eb152720.Zm_B73_REFERENCE_NAM_5.0.55	3	201144572	201144931	-	360	0	0	0	0
Zm00001eb152730.Zm_B73_REFERENCE_NAM_5.0.55	3	201145350	201155128	+	9779	0	0	0	0
Zm00001eb152750.Zm_B73_REFERENCE_NAM_5.0.55	3	201170518	201174481	-	3964	3116	3701	3592	2847
Zm00001eb152760.Zm_B73_REFERENCE_NAM_5.0.55	3	201214178	201215997	+	1820	830	846	514	449
Zm00001eb152770.Zm_B73_REFERENCE_NAM_5.0.55	3	201216067	201217351	+	1285	301	380	186	196
Zm00001eb152780.Zm_B73_REFERENCE_NAM_5.0.55	3	201217389	201219198	+	1810	1497	1804	913	750
Zm00001eb152790.Zm_B73_REFERENCE_NAM_5.0.55	3	201219367	201224710	+	5344	2895	3726	2617	2274
Zm00001eb152800.Zm_B73_REFERENCE_NAM_5.0.55	3	201226510	201228391	+	1882	0	0	2	0
Zm00001eb152810.Zm_B73_REFERENCE_NAM_5.0.55	3	201230088	201233299	-	3212	350	666	1183	752
Zm00001eb152820.Zm_B73_REFERENCE_NAM_5.0.55	3	201275364	201279055	+	3692	0	0	6	0
Zm00001eb152830.Zm_B73_REFERENCE_NAM_5.0.55	3	201282774	201283922	-	1149	325	272	211	146
Zm00001eb152840.Zm_B73_REFERENCE_NAM_5.0.55	3	201403339	201405314	-	1976	20	10	10	12
Zm00001eb152850.Zm_B73_REFERENCE_NAM_5.0.55	3	201493280	201495724	-	2445	0	0	0	0
Zm00001eb152860.Zm_B73_REFERENCE_NAM_5.0.55	3	201505954	201515425	+	9472	1351	1547	1233	1077
Zm00001eb152870.Zm_B73_REFERENCE_NAM_5.0.55	3	201526949	201527662	+	714	14	13	10	32
Zm00001eb152880.Zm_B73_REFERENCE_NAM_5.0.55	3	201598593	201603654	+	5062	77	123	156	60
Zm00001eb152890.Zm_B73_REFERENCE_NAM_5.0.55	3	201605169	201605976	+	808	0	0	0	4
Zm00001eb152900.Zm_B73_REFERENCE_NAM_5.0.55	3	201645048	201652011	+	6964	762	996	1057	813
Zm00001eb152920.Zm_B73_REFERENCE_NAM_5.0.55	3	201723581	201724800	-	1220	0	0	0	0
Zm00001eb152930.Zm_B73_REFERENCE_NAM_5.0.55	3	201723588	201724760	+	1173	0	0	0	0
Zm00001eb152940.Zm_B73_REFERENCE_NAM_5.0.55	3	201730981	201737277	+	6297	812	1174	752	664
Zm00001eb152950.Zm_B73_REFERENCE_NAM_5.0.55	3	201755831	201761633	-	5803	1816	1806	1796	1699
Zm00001eb152970.Zm_B73_REFERENCE_NAM_5.0.55	3	201853387	201878392	-	25006	2840	3050	2975	2086
Zm00001eb152980.Zm_B73_REFERENCE_NAM_5.0.55	3	202028050	202039471	+	11422	1151	1813	2307	1319
Zm00001eb152990.Zm_B73_REFERENCE_NAM_5.0.55	3	202098610	202107261	+	8652	526	798	1112	761
Zm00001eb153000.Zm_B73_REFERENCE_NAM_5.0.55	3	202178668	202182189	-	3522	2674	1002	1072	1350
Zm00001eb153010.Zm_B73_REFERENCE_NAM_5.0.55	3	202419712	202422340	-	2629	3465	4265	3825	2750
Zm00001eb153020.Zm_B73_REFERENCE_NAM_5.0.55	3	202472481	202474434	+	1954	1616	2340	1362	1178
Zm00001eb153030.Zm_B73_REFERENCE_NAM_5.0.55	3	202497670	202503142	+	5473	2557	2933	2816	2407
Zm00001eb153040.Zm_B73_REFERENCE_NAM_5.0.55	3	202503027	202505806	-	2780	78	105	79	73
Zm00001eb153050.Zm_B73_REFERENCE_NAM_5.0.55	3	202505484	202506952	+	1469	34	21	10	26
Zm00001eb153060.Zm_B73_REFERENCE_NAM_5.0.55	3	202532164	202554308	+	22145	638	551	632	473
Zm00001eb153070.Zm_B73_REFERENCE_NAM_5.0.55	3	202560801	202562079	-	1279	0	5	0	2
Zm00001eb153080.Zm_B73_REFERENCE_NAM_5.0.55	3	202560851	202562193	+	1343	0	0	1	0
Zm00001eb153090.Zm_B73_REFERENCE_NAM_5.0.55	3	202564904	202570562	-	5659	419	616	657	328
Zm00001eb153100.Zm_B73_REFERENCE_NAM_5.0.55	3	202570657	202583981	-	13325	4071	4597	4254	3465
Zm00001eb153120.Zm_B73_REFERENCE_NAM_5.0.55	3	202584798	202586031	-	1234	0	0	0	0
Zm00001eb153130.Zm_B73_REFERENCE_NAM_5.0.55	3	202592842	202595957	-	3116	115	112	107	104
Zm00001eb153140.Zm_B73_REFERENCE_NAM_5.0.55	3	202598342	202599154	-	813	14	18	22	27
Zm00001eb153150.Zm_B73_REFERENCE_NAM_5.0.55	3	202608162	202608869	-	708	24	58	61	29
Zm00001eb153160.Zm_B73_REFERENCE_NAM_5.0.55	3	202610008	202620083	+	10076	0	0	0	0
Zm00001eb153170.Zm_B73_REFERENCE_NAM_5.0.55	3	202684983	202687233	+	2251	30	16	0	26
Zm00001eb153180.Zm_B73_REFERENCE_NAM_5.0.55	3	202695479	202699804	-	4326	1346	1359	1326	1033
Zm00001eb153190.Zm_B73_REFERENCE_NAM_5.0.55	3	202794887	202796773	+	1887	0	0	0	0
Zm00001eb153200.Zm_B73_REFERENCE_NAM_5.0.55	3	202848154	202853854	+	5701	1567	1767	1798	1487
Zm00001eb153210.Zm_B73_REFERENCE_NAM_5.0.55	3	202892428	202893297	+	870	4	4	16	6
Zm00001eb153230.Zm_B73_REFERENCE_NAM_5.0.55	3	202893395	202895588	-	2194	10	16	7	13
Zm00001eb153240.Zm_B73_REFERENCE_NAM_5.0.55	3	202895117	202902061	+	6945	1204	1466	1330	1214
Zm00001eb153250.Zm_B73_REFERENCE_NAM_5.0.55	3	203035709	203064326	-	28618	60	101	41	33
Zm00001eb153260.Zm_B73_REFERENCE_NAM_5.0.55	3	203064241	203065389	+	1149	73	66	72	48
Zm00001eb153270.Zm_B73_REFERENCE_NAM_5.0.55	3	203067011	203078337	-	11327	678	900	836	539
Zm00001eb153280.Zm_B73_REFERENCE_NAM_5.0.55	3	203164597	203169521	-	4925	1041	1267	1237	1066
Zm00001eb153300.Zm_B73_REFERENCE_NAM_5.0.55	3	203215159	203216977	+	1819	72	83	69	34
Zm00001eb153310.Zm_B73_REFERENCE_NAM_5.0.55	3	203221331	203224922	-	3592	0	1	0	0
Zm00001eb153320.Zm_B73_REFERENCE_NAM_5.0.55	3	203321270	203329401	+	8132	1961	2607	2245	1570
Zm00001eb153330.Zm_B73_REFERENCE_NAM_5.0.55	3	203396807	203399102	-	2296	1570	1555	1206	1212
Zm00001eb153340.Zm_B73_REFERENCE_NAM_5.0.55	3	203529845	203535563	+	5719	26049	21223	19004	12160
Zm00001eb153350.Zm_B73_REFERENCE_NAM_5.0.55	3	203538248	203539898	-	1651	99	222	237	154
Zm00001eb153360.Zm_B73_REFERENCE_NAM_5.0.55	3	203546604	203551070	-	4467	664	977	701	789
Zm00001eb153370.Zm_B73_REFERENCE_NAM_5.0.55	3	203553738	203557771	-	4034	3474	2647	2498	3421
Zm00001eb153380.Zm_B73_REFERENCE_NAM_5.0.55	3	203685065	203702300	+	17236	832	973	878	747
Zm00001eb153390.Zm_B73_REFERENCE_NAM_5.0.55	3	203706116	203707342	-	1227	319	533	281	268
Zm00001eb153400.Zm_B73_REFERENCE_NAM_5.0.55	3	203707406	203709444	-	2039	1273	1749	1106	887
Zm00001eb153410.Zm_B73_REFERENCE_NAM_5.0.55	3	203710110	203711080	-	971	325	434	275	241
Zm00001eb153420.Zm_B73_REFERENCE_NAM_5.0.55	3	203733477	203736070	-	2594	416	744	680	459
Zm00001eb153430.Zm_B73_REFERENCE_NAM_5.0.55	3	203736995	203737898	-	904	0	0	0	0
Zm00001eb153440.Zm_B73_REFERENCE_NAM_5.0.55	3	203737078	203737898	+	821	0	0	0	0
Zm00001eb153450.Zm_B73_REFERENCE_NAM_5.0.55	3	203744587	203748409	-	3823	234	379	353	141
Zm00001eb153460.Zm_B73_REFERENCE_NAM_5.0.55	3	203755858	203760675	-	4818	5673	4459	4112	3765
Zm00001eb153470.Zm_B73_REFERENCE_NAM_5.0.55	3	203762504	203763655	+	1152	353	265	274	273
Zm00001eb153480.Zm_B73_REFERENCE_NAM_5.0.55	3	203764066	203772913	-	8848	589	817	809	580
Zm00001eb153490.Zm_B73_REFERENCE_NAM_5.0.55	3	203832497	203849495	+	16999	1956	2814	3769	2157
Zm00001eb153500.Zm_B73_REFERENCE_NAM_5.0.55	3	203931338	203944340	-	13003	3143	4793	3895	2958
Zm00001eb153510.Zm_B73_REFERENCE_NAM_5.0.55	3	203969930	203972076	-	2147	0	0	0	0
Zm00001eb153520.Zm_B73_REFERENCE_NAM_5.0.55	3	204065538	204072197	-	6660	609	700	640	504
Zm00001eb153530.Zm_B73_REFERENCE_NAM_5.0.55	3	204151300	204182534	+	31235	1445	1596	1994	1207
Zm00001eb153550.Zm_B73_REFERENCE_NAM_5.0.55	3	204189061	204191048	-	1988	150	289	330	371
Zm00001eb153560.Zm_B73_REFERENCE_NAM_5.0.55	3	204191638	204203137	-	11500	2702	3600	3659	2531
Zm00001eb153570.Zm_B73_REFERENCE_NAM_5.0.55	3	204267608	204269447	-	1840	0	0	2	0
Zm00001eb153580.Zm_B73_REFERENCE_NAM_5.0.55	3	204398775	204406438	+	7664	181	242	231	190
Zm00001eb153590.Zm_B73_REFERENCE_NAM_5.0.55	3	204406947	204412217	+	5271	318	460	492	361
Zm00001eb153600.Zm_B73_REFERENCE_NAM_5.0.55	3	204414708	204417631	+	2924	2	11	6	4
Zm00001eb153610.Zm_B73_REFERENCE_NAM_5.0.55	3	204418390	204422382	-	3993	328	315	184	183
Zm00001eb153620.Zm_B73_REFERENCE_NAM_5.0.55	3	204436056	204442770	+	6715	2154	2408	3463	2656
Zm00001eb153630.Zm_B73_REFERENCE_NAM_5.0.55	3	204443250	204447228	-	3979	317	175	145	234
Zm00001eb153640.Zm_B73_REFERENCE_NAM_5.0.55	3	204448926	204469661	+	20736	0	0	0	1
Zm00001eb153650.Zm_B73_REFERENCE_NAM_5.0.55	3	204472300	204473466	+	1167	0	3	0	2
Zm00001eb153660.Zm_B73_REFERENCE_NAM_5.0.55	3	204472374	204480433	-	8060	1473	1904	1015	989
Zm00001eb153670.Zm_B73_REFERENCE_NAM_5.0.55	3	204504149	204505198	-	1050	0	0	0	0
